 rent,rentsqm,area,yearc,location,bath,kitchen,cheating,district
507.1282043,9.055861473,56,1957.5,1,0,0,0,522
466.2051086,4.570638657,102,1918,2,0,0,0,153
320.7692261,9.434390068,34,1971,1,0,0,1,163
261.6410217,8.72136879,30,1918,1,0,0,1,611
432.5128479,6.758015633,64,1972,1,0,0,1,1944
367.6410522,6.231205463,59,1973,2,0,0,1,711
643.333313,8.354979515,77,1957,2,0,0,1,2026
478.666687,8.703030586,55,1957.5,1,0,0,1,611
430.615387,9.786712646,44,1984,2,0,0,1,1943
203.6410217,4.155939579,49,1918,2,0,0,0,541
540.3076782,11.2564106,48,1955,1,0,0,1,1363
411.384613,7.346153736,56,1969,1,0,0,1,1642
1372.512817,8.854922295,155,1918,2,0,0,1,163
415.0256348,3.517166138,118,1918,1,0,0,0,163
362.4615173,5.105092049,71,1956,2,0,0,1,152
985.8974609,6.16186142,160,1918,2,0,0,1,383
349.5384521,9.709400177,36,1959,2,0,0,1,350
425.5897522,4.576233864,93,1918,1,0,0,0,623
584.3076782,9.274723053,63,1991,1,0,0,1,714
576.8205566,6.481128216,89,1960,2,0,0,1,411
274.7179565,4.100267887,67,1918,2,0,0,0,426
711.2307739,12.05475903,59,1924,2,0,0,1,411
666.666687,10.58201027,63,1957.5,2,0,0,1,426
624.2564087,8.107225418,77,1972,1,1,1,1,2314
753.6922607,8.564686775,88,1964,1,0,0,1,962
188.5128174,2.693040609,70,1957.5,1,0,0,1,914
340.1025696,5.966712952,57,1939,1,0,0,1,963
868.3590088,17.72161102,49,1988,2,0,0,1,964
307.6923218,9.324009895,33,1939,1,0,0,1,963
475.1794739,5.399764061,88,1983,1,0,0,1,1642
623.1281738,7.988825798,78,1955,1,0,1,1,1363
523.0256348,6.881917953,76,1977,1,0,0,1,1363
591.3845825,5.797886848,102,1970,1,0,0,1,1375
404.2564087,5.462923527,74,1970,1,0,0,1,1402
439.7435913,6.870995045,64,1958,1,0,0,1,2132
612.7692261,11.14125633,55,1983,1,0,0,1,2221
417.0256348,5.712682247,73,1969,1,0,0,1,2221
644.7692261,9.919528008,65,1967,1,0,0,1,2514
774.5128174,7.903194904,98,1966,1,0,0,1,2221
417.6923218,7.594405174,55,1955,1,0,1,1,1123
469.0769348,4.264335155,110,1955,1,1,0,1,1111
1260.512817,12.12031269,104,1918,1,0,0,1,242
371.8974304,4.591326714,81,1939,2,0,0,1,233
407.0769043,5.218933105,78,1936,2,0,0,1,233
356.2564087,10.17875385,35,1958,2,0,0,1,350
172.97435,3.843874216,45,1939,2,0,0,1,415
485.3333435,8.824240685,55,1972,2,0,0,1,425
634.4614868,8.459486961,75,1973,2,0,0,1,1544
529.8461304,12.61538506,42,1983,1,0,0,1,1512
659.9487305,8.799318314,75,1955,2,0,0,1,2123
313.3333435,4.607843399,68,1965,1,0,0,1,422
213.3333282,9.696969032,22,1970,1,0,0,1,2513
152.4615326,2.584093809,59,1952,1,0,0,0,2522
650.666687,11.415205,57,1972,2,0,0,1,2526
428.0513,6.203640938,69,1963,2,0,0,1,2526
377.7435913,5.723389626,66,1963,2,0,0,1,563
417.4358826,4.394062042,95,1929,1,0,0,1,1711
911.5384521,8.440169334,108,1989,1,0,0,1,563
289.6923218,4.828205109,60,1950,1,0,0,0,552
308.666687,9.956990242,31,1929,1,0,0,1,1812
882,6.78461504,130,1918,1,0,0,1,552
482.4102478,8.614466667,56,1957.5,2,0,0,1,563
394.4615479,8.965035439,44,1973,1,1,0,1,2322
273.4359131,4.714412212,58,1930,1,1,0,1,916
254.4615479,6.058610439,42,1974,2,0,0,1,914
243.8974457,3.126890182,78,1918,2,0,0,0,961
184.8205109,3.696410418,50,1929,2,0,0,0,914
670.8717651,9.065834999,74,1959,2,0,1,1,411
686.8205566,6.6040411,104,1957,2,0,0,1,414
615.8461914,10.61803532,58,1959,2,0,0,1,1261
480.0512695,5.333902359,90,1957.5,2,0,1,1,414
914.6153564,9.527246475,96,1929,2,0,0,1,414
583.1794434,9.25681591,63,1939,2,0,0,1,411
322.4102478,5.558794975,58,1956,2,0,0,1,411
